label	description	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism
x0so3563	seq.22059.56	Palmdelphin	PALMD	Q9NP74	54873	PALMD	Human
x0so3564	seq.22063.20	Calpain small subunit 2	CPNS2	Q96L46	84290	CAPNS2	Human
x0so3565	seq.22065.32	Interferon regulatory factor 8	IRF8	Q02556	3394	IRF8	Human
x0so3566	seq.22068.5	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	2A5D	Q14738	5528	PPP2R5D	Human
x0so3567	seq.22070.5	Rho guanine nucleotide exchange factor 16	ARHGG	Q5VV41	27237	ARHGEF16	Human
x0so3568	seq.22071.38	Ankyrin repeat and SOCS box protein 8	ASB8	Q9H765	140461	ASB8	Human
x0so3569	seq.22073.47	ATP synthase B chain, mitochondrial	AT5F1	P24539	515	ATP5PB	Human
x0so3570	seq.22074.35	Ataxin-2-binding protein 1	Ataxin-2-binding protein 1	Q9NWB1	54715	RBFOX1	Human
x0so3571	seq.22075.16	Cyclic AMP-dependent transcription factor ATF-3	ATF3	P18847	467	ATF3	Human
x0so3572	seq.22076.34	Protein atonal homolog 1	ATOH1	Q92858	474	ATOH1	Human
x0so3573	seq.22077.46	Mitochondrial inner membrane protease ATP23 homolog	ATP23	Q9Y6H3	91419	ATP23	Human
x0so3574	seq.22078.4	Tyrosine aminotransferase	ATTY	P17735	6898	TAT	Human
x0so3575	seq.22080.22	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1	BACD1	Q8WZ19	253980	KCTD13	Human
x0so3576	seq.22082.25	Protein BEX2	BEX2	Q9BXY8	84707	BEX2	Human
x0so3577	seq.22083.60	Protein BEX5	BEX5	Q5H9J7	340542	BEX5	Human
x0so3578	seq.22085.86	Polycomb complex protein BMI-1	BMI-1	P35226	100532731	BMI1	Human
x0so3579	seq.22086.2	Breast cancer metastasis-suppressor 1-like protein	BRM1L	Q5PSV4	84312	BRMS1L	Human
x0so3580	seq.22088.3	Protein BTG1	BTG1	P62324	694	BTG1	Human
x0so3581	seq.22089.13	Protein BTG4	BTG4	Q9NY30	54766	BTG4	Human
x0so3582	seq.22091.14	Beta-ureidopropionase	BUP1	Q9UBR1	51733	UPB1	Human
x0so3583	seq.22092.43	Caspase-4	Caspase-4	P49662	837	CASP4	Human
x0so3584	seq.22094.15	Uncharacterized protein C2orf73	CB073	Q8N5S3	129852	C2orf73	Human
x0so3585	seq.22095.29	Chromobox protein homolog 2	CBX2	Q14781	84733	CBX2	Human
x0so3586	seq.22098.10	Cyclin-Y-like protein 1	CCYL1	Q8N7R7	151195	CCNYL1	Human
x0so3587	seq.22099.1	Uncharacterized protein C4orf36	CD036	Q96KX1	132989	C4orf36	Human
x0so3588	seq.22103.25	Cyclin-dependent kinase 20	CDK20	Q8IZL9	23552	CDK20	Human
x0so3589	seq.22104.39	Homeobox protein CDX-1	CDX1	P47902	1044	CDX1	Human
x0so3590	seq.2211.9	Metalloproteinase inhibitor 1	TIMP-1	P01033	7076	TIMP1	Human
x0so3591	seq.22112.30	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	COQ5	Q5HYK3	84274	COQ5	Human
x0so3592	seq.22113.2	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	COQ6	Q9Y2Z9	51004	COQ6	Human
x0so3593	seq.22114.4	Uncharacterized protein C18orf54	CR054	Q8IYD9	162681	LAS2	Human
x0so3594	seq.22115.2	cAMP-responsive element-binding protein-like 2	CRBL2	O60519	1389	CREBL2	Human
x0so3595	seq.22116.9	cAMP-responsive element modulator	CREM	Q03060	1390	CREM	Human
x0so3596	seq.22118.7	Chondrosarcoma-associated gene 2/3 protein	CSAG2	Q9Y5P2	389903	CSAG2	Human
x0so3597	seq.22119.18	COP9 signalosome complex subunit 8	CSN8	Q99627	10920	COPS8	Human
x0so3598	seq.2212.69	Tissue-type plasminogen activator	tPA	P00750	5327	PLAT	Human
x0so3599	seq.22120.4	DDB1- and CUL4-associated factor 11	DCA11	Q8TEB1	80344	DCAF11	Human
x0so3600	seq.22121.43	DDB1- and CUL4-associated factor 12	DCA12	Q5T6F0	25853	DCAF12	Human
x0so3601	seq.22123.15	Homeobox protein DLX-2	DLX2	Q07687	1746	DLX2	Human
x0so3602	seq.22124.94	Dystrotelin	DYTN	A2CJ06	391475	DYTN	Human
x0so3603	seq.22125.9	E2F5	E2F5	Q15329	1875	E2F5	Human
x0so3604	seq.22128.8	ETS domain-containing protein Elk-4	ELK4	P28324	2005	ELK4	Human
x0so3605	seq.22129.55	RNA polymerase II elongation factor ELL3	ELL3	Q9HB65	80237	ELL3	Human
x0so3606	seq.22134.1	ETS translocation variant 4	ETV4	P43268	2118	ETV4	Human
x0so3607	seq.22136.9	Nuclease EXOG, mitochondrial	EXOG	Q9Y2C4	9941	EXOG	Human
x0so3608	seq.22137.3	Protein FAM102B	F102B	Q5T8I3	284611	FAM102B	Human
x0so3609	seq.22140.6	Protein FAM204A	F204A	Q9H8W3	63877	FAM204A	Human
x0so3610	seq.22141.59	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1	F261	P16118	5207	PFKFB1	Human
x0so3611	seq.22142.4	Putative protein N-methyltransferase FAM86B1	F86B1	Q8N7N1	85002	FAM86B1	Human
x0so3612	seq.22143.6	F-box only protein 28	FBX28	Q9NVF7	23219	FBXO28	Human
x0so3613	seq.22144.65	F-box only protein 48	FBX48	Q5FWF7	554251	FBXO48	Human
x0so3614	seq.22146.20	Fos-related antigen 2	FOSL2	P15408	2355	FOSL2	Human
x0so3615	seq.22147.19	Forkhead box protein O4	FOXO4	P98177	4303	FOXO4	Human
x0so3616	seq.22148.135	Forkhead box protein P3	FOXP3	Q9BZS1	50943	FOXP3	Human
x0so3617	seq.22149.2	FUN14 domain-containing protein 1	FUND1	Q8IVP5	139341	FUNDC1	Human
x0so3618	seq.22150.2	GA-binding protein subunit beta-1	GABP1	Q06547	2553	GABPB1	Human
x0so3619	seq.22151.48	Homeobox protein goosecoid-2	GSC2	O15499	2928	GSC2	Human
x0so3620	seq.22152.162	Polypeptide N-acetylgalactosaminyltransferase 9	GALT9	Q9HCQ5	50614	GALNT9	Human
x0so3621	seq.22154.37	GATA zinc finger domain-containing protein 1	GATD1	Q8WUU5	57798	GATAD1	Human
x0so3622	seq.22155.44	Gem-associated protein 7	GEMI7	Q9H840	79760	GEMIN7	Human
x0so3623	seq.2229.54	HCE003183	HCE003183	HCE003183	HCE003183	HCE003183	Human
x0so3624	seq.22363.31	tRNA-specific adenosine deaminase 1	ADAT1	Q9BUB4	23536	ADAT1	Human
x0so3625	seq.22365.52	Cyclic AMP-dependent transcription factor ATF-5	ATF5	Q9Y2D1	22809	ATF5	Human
x0so3626	seq.22367.17	UPF0705 protein C11orf49	CK049	Q9H6J7	79096	C11orf49	Human
x0so3627	seq.22369.12	Doublesex- and mab-3-related transcription factor C2	DMRTD	Q8IXT2	63946	DMRTC2	Human
x0so3628	seq.22371.46	Protein FAM110A	F110A	Q9BQ89	83541	FAM110A	Human
x0so3629	seq.22374.56	Hairy/enhancer-of-split related with YRPW motif protein 1	HEY1	Q9Y5J3	23462	HEY1	Human
x0so3630	seq.22375.15	Homeobox protein Hox-A11	HXA11	P31270	3207	HOXA11	Human
x0so3631	seq.22376.95	Homeobox protein Hox-A5	HXA5	P20719	3202	HOXA5	Human
x0so3632	seq.22377.27	Immediate early response gene 2 protein	IER2	Q9BTL4	9592	IER2	Human
x0so3633	seq.22378.2	Keratin 34	Keratin 34	O76011	100653049	KRT34	Human
x0so3634	seq.22381.1	Endoribonuclease LACTB2	LACB2	Q53H82	51110	LACTB2	Human
x0so3635	seq.22383.21	MITF	MITF	O75030	4286	MITF	Human
x0so3636	seq.22385.2	PWWP domain-containing protein MUM1	MUM1	Q2TAK8	84939	PWWP3A	Human
x0so3637	seq.22386.11	Homeobox protein OTX1	OTX1	P32242	5013	OTX1	Human
x0so3638	seq.22387.26	Pituitary homeobox 3	PITX3	O75364	5309	PITX3	Human
x0so3639	seq.22391.34	Histone deacetylase complex subunit SAP30L	SP30L	Q9HAJ7	79685	SAP30L	Human
x0so3640	seq.22392.5	SERTA domain-containing protein 3	SRTD3	Q9UJW9	29946	SERTAD3	Human
x0so3641	seq.22393.130	Thyroid transcription factor 1-associated protein 26	TAP26	Q9P031	29080	CCDC59	Human
x0so3642	seq.22394.8	Transcription factor 21	TCF21	O43680	6943	TCF21	Human
x0so3643	seq.22395.7	Tristetraproline	Tristetraproline	P26651	7538	ZFP36	Human
x0so3644	seq.22397.2	X-box-binding protein 1	XBP1	P17861	7494	XBP1	Human
x0so3645	seq.22398.5	Acidic leucine-rich nuclear phosphoprotein 32 family member C	AN32C	O43423	23520	ANP32C	Human
x0so3646	seq.22401.26	Guanylyl cyclase-activating protein 2	GUC1B	Q9UMX6	2979	GUCA1B	Human
x0so3647	seq.22402.12	Histone H2A type 1-A	H2A1A	Q96QV6	221613	H2AC1	Human
x0so3648	seq.22403.13	Histone H2B type 1-K	H2B1K	O60814	85236	H2BC12	Human
x0so3649	seq.22404.4	Inositol hexakisphosphate kinase 1	IP6K1	Q92551	9807	IP6K1	Human
x0so3650	seq.22405.61	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	PCKGM	Q16822	5106	PCK2	Human
x0so3651	seq.22414.127	Serine/threonine-protein kinase tousled-like 1	TLK1	Q9UKI8	9874	TLK1	Human
x0so3652	seq.22417.10	E3 ubiquitin-protein ligase CBL-C	CBLC	Q9ULV8	23624	CBLC	Human
x0so3653	seq.22421.79	E3 ubiquitin-protein ligase pellino homolog 1	PELI1	Q96FA3	57162	PELI1	Human
x0so3654	seq.22429.13	Lysine-specific histone demethylase 1A	KDM1A	O60341	23028	KDM1A	Human
x0so3655	seq.22430.15	N-chimaerin	CHIN	P15882	1123	CHN1	Human
x0so3656	seq.22431.164	Serum response factor-binding protein 1	SRFB1	Q8NEF9	153443	SRFBP1	Human
x0so3657	seq.22432.83	Serine/threonine-protein kinase SRPK1	SRPK1	Q96SB4	6732	SRPK1	Human
x0so3658	seq.22445.2	Calcium-binding protein 5	CABP5	Q9NP86	56344	CABP5	Human
x0so3659	seq.22465.43	Transcription factor HES-1	HES1	Q14469	3280	HES1	Human
x0so3660	seq.22466.27	Transcription factor HES-5	HES5	Q5TA89	388585	HES5	Human
x0so3661	seq.22467.94	HERV-H LTR-associating protein 3	HHLA3	Q9XRX5	11147	HHLA3	Human
x0so3662	seq.22468.54	Histone H2A type 1	Histone H2A type 1	P0C0S8	8329	H2AC11	Human
x0so3663	seq.22469.103	Homeobox protein HMX2	HMX2	A2RU54	3167	HMX2	Human
x0so3664	seq.2247.20	Prokineticin-1	EG-VEGF	P58294	84432	PROK1	Human
x0so3665	seq.22472.4	Transcription factor 12	HTF4	Q99081	6938	TCF12	Human
x0so3666	seq.22474.28	Homeobox protein Hox-C11	HXC11	O43248	3227	HOXC11	Human
x0so3667	seq.22476.115	Homeobox protein Hox-D4	HXD4	P09016	3233	HOXD4	Human
x0so3668	seq.22479.64	Inositol hexakisphosphate kinase 2	IP6K2	Q9UHH9	51447	IP6K2	Human
x0so3669	seq.22481.15	IQ domain-containing protein D	IQCD	Q96DY2	115811	IQCD	Human
x0so3670	seq.22482.87	Keratin, type I cytoskeletal 14	K1C14	P02533	3861	KRT14	Human
x0so3671	seq.22483.109	Keratin, type II cytoskeletal 71	K2C71	Q3SY84	112802	KRT71	Human
x0so3672	seq.22484.17	Casein kinase I isoform alpha-like	KC1AL	Q8N752	122011	CSNK1A1L	Human
x0so3673	seq.22485.1	BTB/POZ domain-containing protein KCTD7	KCTD7	Q96MP8	154881	KCTD7	Human
x0so3674	seq.22486.58	Keratin, type II cytoskeletal 6A	Keratin 6A	P02538	3853	KRT6A	Human
x0so3675	seq.22488.17	Krueppel-like factor 9	KLF9	Q13886	687	KLF9	Human
x0so3676	seq.2249.25	HCE004333	HCE004333	HCE004333	HCE004333	HCE004333	Human
x0so3677	seq.22490.16	Lipocalin-like 1 protein	LCNL1	Q6ZST4	401562	LCNL1	Human
x0so3678	seq.22491.10	LIM domain-binding protein 2	LDB2	O43679	9079	LDB2	Human
x0so3679	seq.22492.108	LIM domain only protein 3	LMO3	Q8TAP4	55885	LMO3	Human
x0so3680	seq.22496.21	LYR motif-containing protein 1	LYRM1	O43325	57149	LYRM1	Human
x0so3681	seq.22499.15	Mediator of RNA polymerase II transcription subunit 28	MED28	Q9H204	80306	MED28	Human
x0so3682	seq.22500.9	Mediator of RNA polymerase II transcription subunit 11	MED11	Q9P086	400569	MED11	Human
x0so3683	seq.22503.24	Homeobox protein Mohawk	MKX	Q8IYA7	283078	MKX	Human
x0so3684	seq.22504.3	NEDD4-binding protein 2-like 2	N42L2	Q92802	10443	N4BP2L2	Human
x0so3685	seq.22505.24	NAD kinase 2, mitochondrial	NAKD2	Q4G0N4	133686	NADK2	Human
x0so3686	seq.22506.25	N-acetyltransferase 5	NAT5	P61599	51126	NAA20	Human
x0so3687	seq.22508.2	NADH dehydrogenase	NDUBA	O96000	4716	NDUFB10	Human
x0so3688	seq.22509.9	Arginine-hydroxylase NDUFAF5, mitochondrial	NDUF5	Q5TEU4	79133	NDUFAF5	Human
x0so3689	seq.22510.6	Nuclear factor erythroid 2-related factor 2	NF2L2	Q16236	4780	NFE2L2	Human
x0so3690	seq.22511.28	Nuclear transcription factor Y subunit alpha	NFYA	P23511	4800	NFYA	Human
x0so3691	seq.22512.18	Neuroguidin	NGDN	Q8NEJ9	25983	NGDN	Human
x0so3692	seq.22514.12	Protein naked cuticle homolog 2	NKD2	Q969F2	85409	NKD2	Human
x0so3693	seq.22516.30	Neural retina-specific leucine zipper protein	NRL	P54845	4901	NRL	Human
x0so3694	seq.22517.106	E3 SUMO-protein ligase NSE2	NSE2	Q96MF7	286053	NSMCE2	Human
x0so3695	seq.22518.54	Kinetochore-associated protein NSL1 homolog	NSL1	Q96IY1	25936	NSL1	Human
x0so3696	seq.22521.13	Homeobox protein OTX2	OTX2	P32243	5015	OTX2	Human
x0so3697	seq.22523.4	Polyadenylate-binding protein 5	PABP5	Q96DU9	140886	PABPC5	Human
x0so3698	seq.22525.9	Paired box protein Pax-3	PAX3	P23760	5077	PAX3	Human
x0so3699	seq.22526.81	Pyruvate dehydrogenase E1 component beta subunit	PDHB	P11177	5162	PDHB	Human
x0so3700	seq.22527.4	PDZ and LIM domain protein 3	PDLI3	Q53GG5	27295	PDLIM3	Human
x0so3701	seq.22528.1	PHD finger protein 11	PHF11	Q9UIL8	51131	PHF11	Human
x0so3702	seq.22529.31	PHD finger protein 6	PHF6	Q8IWS0	84295	PHF6	Human
x0so3703	seq.22530.111	Phytanoyl-CoA dioxygenase domain-containing protein 1	PHYD1	Q5SRE7	254295	PHYHD1	Human
x0so3704	seq.22531.44	Pituitary homeobox 2	PITX2	Q99697	5308	PITX2	Human
x0so3705	seq.22532.59	PLAC8-like protein 1	PL8L1	A1L4L8	153770	PLAC8L1	Human
x0so3706	seq.22533.95	Serine/threonine-protein phosphatase 1 regulatory subunit 10	PP1RA	Q96QC0	5514	PPP1R10	Human
x0so3707	seq.22534.14	Serine/threonine-protein phosphatase 4 catalytic subunit	PP4C	P60510	5531	PPP4C	Human
x0so3708	seq.22536.1	Protein phosphatase 1 regulatory subunit 42	PPR42	Q7Z4L9	286187	PPP1R42	Human
x0so3709	seq.22537.5	Protein phosphatase PTC7 homolog	PPTC7	Q8NI37	160760	PPTC7	Human
x0so3710	seq.22540.129	Proteasome subunit beta type 7	PSB7	Q99436	5695	PSMB7	Human
x0so3711	seq.22541.46	DNA replication complex GINS protein PSF1	PSF1	Q14691	9837	GINS1	Human
x0so3712	seq.22544.10	DNA repair protein RAD51 homolog 3	RA51C	O43502	5889	RAD51C	Human
x0so3713	seq.22545.20	RNA-binding Raly-like protein	RALYL	Q86SE5	138046	RALYL	Human
x0so3714	seq.22547.17	RNA-binding motif, single-stranded-interacting protein 1	RBMS1	P29558	5937	RBMS1	Human
x0so3715	seq.22548.18	Regulator of G-protein signaling 13	RGS13	O14921	6003	RGS13	Human
x0so3716	seq.22549.73	RIP	RIP	Q13546	8737	RIPK1	Human
x0so3717	seq.22553.4	60S ribosomal protein L38	RL38	P63173	6169	RPL38	Human
x0so3718	seq.22554.101	39S ribosomal protein L10, mitochondrial	RM10	Q7Z7H8	124995	MRPL10	Human
x0so3719	seq.22557.68	39S ribosomal protein L50, mitochondrial	RM50	Q8N5N7	54534	MRPL50	Human
x0so3720	seq.22560.1	Protein EVI2A	EVI2A	P22794	2123	EVI2A	Human
x0so3721	seq.22561.3	Uncharacterized protein UNQ511/PRO1026	YA003	Q6UX82	646627	LYPD8	Human
x0so3722	seq.22563.4	Kin of IRRE-like protein 1	KIRR1	Q96J84	55243	KIRREL1	Human
x0so3723	seq.22564.5	Low-density lipoprotein receptor class A domain-containing protein 3	LRAD3	Q86YD5	143458	LDLRAD3	Human
x0so3724	seq.22566.53	Pituitary adenylate cyclase-activating polypeptide type I receptor	PACR	P41586	117	ADCYAP1R1	Human
x0so3725	seq.22568.7	Desmoglein-4	DSG4	Q86SJ6	147409	DSG4	Human
x0so3726	seq.22569.55	TGF-beta receptor type-1	TGFR-1	P36897	7046	TGFBR1	Human
x0so3727	seq.22572.19	Pepsin A-4	PEPA4	P0DJD7	643847	PGA4	Human
x0so3728	seq.22576.1	CD209 antigen	DC-SIGN	Q9NNX6	30835	CD209	Human
x0so3729	seq.22576.2	CD209 antigen	DC-SIGN	Q9NNX6	30835	CD209	Human
x0so3730	seq.22577.24	Sialic acid-binding Ig-like lectin 14	SIG14	Q08ET2	100049587	SIGLEC14	Human
x0so3731	seq.22578.17	Roundabout homolog 2	ROBO2	Q9HCK4	6092	ROBO2	Human
x0so3732	seq.22579.93	Neurexin-1-beta	NRX1B	P58400	9378	NRXN1	Human
x0so3733	seq.22580.29	Ephrin-A2	Ephrin-A2	O43921	1943	EFNA2	Human
x0so3734	seq.22583.47	NKG2D ligand 2	ULBP-2	Q9BZM5	80328	ULBP2	Human
x0so3735	seq.22584.2	Low-density lipoprotein receptor-related protein 6	LRP6	O75581	4040	LRP6	Human
x0so3736	seq.22585.5	Frizzled-4	FZD4	Q9ULV1	8322	FZD4	Human
x0so3737	seq.22586.24	Butyrophilin subfamily 2 member A2	BT2A2	Q8WVV5	10385	BTN2A2	Human
x0so3738	seq.22587.37	Ephrin type-A receptor 6	EPHA6	Q9UF33	285220	EPHA6	Human
x0so3739	seq.22588.35	Adhesion G protein-coupled receptor B2	AGRB2	O60241	576	ADGRB2	Human
x0so3740	seq.22589.3	Frizzled-2	FZD2	Q14332	2535	FZD2	Human
x0so3741	seq.22590.68	Frizzled-1	FZD1	Q9UP38	8321	FZD1	Human
x0so3742	seq.22591.4	Frizzled-9	FZD9	O00144	8326	FZD9	Human
x0so3743	seq.2273.34	HCE004359	HCE004359	HCE004359	HCE004359	HCE004359	Human
x0so3744	seq.22770.22	Solute carrier family 25 member 38	S2538	Q96DW6	54977	SLC25A38	Human
x0so3745	seq.22771.6	Sterile alpha motif domain-containing protein 12	SAM12	Q8N8I0	401474	SAMD12	Human
x0so3746	seq.22772.125	Sorting and assembly machinery component 50 homolog	SAM50	Q9Y512	25813	SAMM50	Human
x0so3747	seq.22773.69	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	P21912	6390	SDHB	Human
x0so3748	seq.22774.20	tRNA-splicing endonuclease subunit Sen34	SEN34	Q9BSV6	79042	TSEN34	Human
x0so3749	seq.22776.40	Nuclear receptor 0B2	SHP	Q15466	8431	NR0B2	Human
x0so3750	seq.22777.46	S-phase kinase-associated protein 2	SKP2	Q13309	6502	SKP2	Human
x0so3751	seq.22779.75	Single-pass membrane and coiled-coil domain-containing protein 1	SMCO1	Q147U7	255798	SMCO1	Human
x0so3752	seq.2278.61	Metalloproteinase inhibitor 2	TIMP-2	P16035	7077	TIMP2	Human
x0so3753	seq.22782.80	Kinetochore protein Spc25	SPC25	Q9HBM1	57405	SPC25	Human
x0so3754	seq.22783.40	Transcription factor PU.1	SPI1	P17947	6688	SPI1	Human
x0so3755	seq.22784.4	Spermatogenesis-associated protein 22	SPT22	Q8NHS9	84690	SPATA22	Human
x0so3756	seq.22786.57	Spermatogenesis-associated protein 46	SPT46	Q5T0L3	284680	SPATA46	Human
x0so3757	seq.22787.39	Sperm protein associated with the nucleus on the X chromosome N3	SPXN3	Q5MJ09	139067	SPANXN3	Human
x0so3758	seq.22788.10	Sulfotransferase 6B1	ST6B1	Q6IMI4	391365	SULT6B1	Human
x0so3759	seq.22792.21	Tryptophan--tRNA ligase, mitochondrial	SYWM	Q9UGM6	10352	WARS2	Human
x0so3760	seq.22793.110	Transcription initiation factor IIA subunit 2	T2AG	P52657	2958	GTF2A2	Human
x0so3761	seq.22795.17	Transcriptional adapter 2-alpha	TAD2A	O75478	6871	TADA2A	Human
x0so3762	seq.22796.17	Transcriptional adapter 1	TADA1	Q96BN2	117143	TADA1	Human
x0so3763	seq.22797.20	Transcription initiation factor TFIID subunit 12	TAF12	Q16514	6883	TAF12	Human
x0so3764	seq.22798.111	Transcription initiation factor TFIID subunit 8	TAF8	Q7Z7C8	129685	TAF8	Human
x0so3765	seq.22799.17	TBC1 domain family member 28	TBC28	Q2M2D7	254272	TBC1D28	Human
x0so3766	seq.22800.24	Telethonin	TELT	O15273	8557	TCAP	Human
x0so3767	seq.22801.83	Telomere repeats-binding bouquet formation protein 2	TERB2	Q8NHR7	145645	TERB2	Human
x0so3768	seq.22802.13	Testis-expressed protein 30	TEX30	Q5JUR7	93081	TEX30	Human
x0so3769	seq.22805.18	THAP domain-containing protein 11	THA11	Q96EK4	57215	THAP11	Human
x0so3770	seq.22806.1	THAP domain-containing protein 2	THAP2	Q9H0W7	83591	THAP2	Human
x0so3771	seq.22808.59	Thyroid hormone receptor beta	THB	P10828	7068	THRB	Human
x0so3772	seq.22809.32	Mitochondrial import inner membrane translocase subunit Tim23	TIM23	O14925	100287932	TIMM23	Human
x0so3773	seq.22810.41	TIMELESS-interacting protein	TIPIN	Q9BVW5	54962	TIPIN	Human
x0so3774	seq.22811.5	Translation machinery-associated protein 16	TMA16	Q96EY4	55319	TMA16	Human
x0so3775	seq.22812.4	Trafficking protein particle complex subunit 6B	TPC6B	Q86SZ2	122553	TRAPPC6B	Human
x0so3776	seq.22813.5	TPT1-like protein	TPT1L	Q56UQ5	392490	FLJ44635	Human
x0so3777	seq.22814.1	Zinc finger protein RFP	TRI27	P14373	5987	TRIM27	Human
x0so3778	seq.22815.4	Tripartite motif-containing protein 40	TRI40	Q6P9F5	135644	TRIM40	Human
x0so3779	seq.22816.4	Tripartite motif-containing protein 54	TRI54	Q9BYV2	57159	TRIM54	Human
x0so3780	seq.22817.126	E3 ubiquitin-protein ligase TRIM9	TRIM9	Q9C026	114088	TRIM9	Human
x0so3781	seq.22818.4	Tricarboxylate transport protein, mitochondrial	TXTP	P53007	6576	SLC25A1	Human
x0so3782	seq.22821.50	Uracil-DNA glycosylase	UNG	P13051	7374	UNG	Human
x0so3783	seq.22824.53	V-type proton ATPase subunit C 2	VATC2	Q8NEY4	245973	ATP6V1C2	Human
x0so3784	seq.22826.2	Von Hippel-Lindau-like protein	VHLL	Q6RSH7	391104	VHLL	Human
x0so3785	seq.22831.11	Z-DNA-binding protein 1	ZBP1	Q9H171	81030	ZBP1	Human
x0so3786	seq.22832.9	Zinc finger CCCH domain-containing protein 8	ZC3H8	Q8N5P1	84524	ZC3H8	Human
x0so3787	seq.22833.74	Zinc finger CCHC domain-containing protein 18	ZCC18	P0CG32	644353	ZCCHC18	Human
x0so3788	seq.22834.21	Probable palmitoyltransferase ZDHHC4	ZDHC4	Q9NPG8	55146	ZDHHC4	Human
x0so3789	seq.22838.39	Zinc finger protein 230	ZN230	Q9UIE0	7773	ZNF230	Human
x0so3790	seq.22839.23	Zinc finger protein 263	ZN263	O14978	10127	ZNF263	Human
x0so3791	seq.22841.16	Zinc finger protein 696	ZN696	Q9H7X3	79943	ZNF696	Human
x0so3792	seq.22842.85	Zinc finger protein 69	ZNF69	Q9UC07	7620	ZNF69	Human
x0so3793	seq.22844.4	Zinc finger SWIM domain-containing protein 7	ZSWM7	Q19AV6	125150	ZSWIM7	Human
x0so3794	seq.22845.3	28S ribosomal protein S14, mitochondrial	RT14	O60783	63931	MRPS14	Human
x0so3795	seq.22847.18	Serine/threonine-protein kinase 4	STK4	Q13043	6789	STK4	Human
x0so3796	seq.22857.5	BTB/POZ domain-containing protein KCTD7	KCTD7	Q96MP8	154881	KCTD7	Human
x0so3797	seq.22858.3	Mitogen-activated protein kinase 6	MK06	Q16659	5597	MAPK6	Human
x0so3798	seq.22862.44	Protein phosphatase 1M	PPM1M	Q96MI6	132160	PPM1M	Human
x0so3799	seq.2288.7	HCE004331	HCE004331	HCE004331	HCE004331	HCE004331	Human
x0so3800	seq.22946.55	Alpha-1-syntrophin	Alpha-1-syntrophin	Q13424	6640	SNTA1	Human
x0so3801	seq.22948.13	Bone morphogenetic protein 3	BMP-3	P12645	651	BMP3	Human
x0so3802	seq.22950.6	Butyrophilin subfamily 3 member A3	BT3A3	O00478	10384	BTN3A3	Human
x0so3803	seq.22952.28	Cyclin-dependent kinase 2-associated protein 2	CDKA2	O75956	10263	CDK2AP2	Human
x0so3804	seq.22953.85	CCAAT/enhancer-binding protein beta	CEBPB	P17676	1051	CEBPB	Human
x0so3805	seq.22954.10	Chloride intracellular channel protein 2	CLIC2	O15247	1193	CLIC2	Human
x0so3806	seq.22955.28	Retinol-binding protein 1	CRBP	P09455	5947	RBP1	Human
x0so3807	seq.22958.6	Destrin	DEST	P60981	11034	DSTN	Human
x0so3808	seq.22959.32	Dickkopf-related protein 4	Dkk-4	Q9UBT3	27121	DKK4	Human
x0so3809	seq.22960.8	Low affinity immunoglobulin gamma Fc region receptor II-b	FCG2B	P31994	2213	FCGR2B	Human
x0so3810	seq.22961.7	Ficolin-1	FCN1	O00602	2219	FCN1	Human
x0so3811	seq.22963.3	Vesicle-associated membrane protein 2	VAMP2	P63027	6844	VAMP2	Human
x0so3812	seq.22966.20	Gamma-aminobutyric acid receptor-associated protein	GBRAP	O95166	11337	GABARAP	Human
x0so3813	seq.22967.15	Growth/differentiation factor 7	GDF7	Q7Z4P5	151449	GDF7	Human
x0so3814	seq.22968.9	G antigen 2D	GGE2D	Q9UEU5	100101629	GAGE2D	Human
x0so3815	seq.22969.12	C-C motif chemokine 7	MCP-3	P80098	6354	CCL7	Human
x0so3816	seq.22970.8	PDZ domain-containing protein GIPC1	GIPC1	O14908	10755	GIPC1	Human
x0so3817	seq.22972.26	Gro-beta	Gro-b	P19875	2920	CXCL2	Human
x0so3818	seq.22973.8	Gro-gamma	Gro-g	P19876	2921	CXCL3	Human
x0so3819	seq.22974.25	Histone H2B type 2-E	H2B2E	Q16778	8349	H2BC21	Human
x0so3820	seq.22977.18	Protein HEXIM1	HEXI1	O94992	10614	HEXIM1	Human
x0so3821	seq.22978.13	High mobility group protein B2	HMG-2	P26583	3148	HMGB2	Human
x0so3822	seq.22980.37	Homer protein homolog 1	HOME1	Q86YM7	9456	HOMER1	Human
x0so3823	seq.22981.3	Hippocalcin-like protein 1	HPCL1	P37235	3241	HPCAL1	Human
x0so3824	seq.22984.10	Eukaryotic initiation factor 4A-II	IF4A2	Q14240	1974	EIF4A2	Human
x0so3825	seq.22985.160	Insulin-like growth factor-binding protein 2	IGFBP-2	P18065	3485	IGFBP2	Human
x0so3826	seq.22987.69	Mitogen-activated protein kinase 9	JNK2	P45984	5601	MAPK9	Human
x0so3827	seq.22989.24	Protein lin-7 homolog A	LIN7A	O14910	8825	LIN7A	Human
